id,title,status,scope,based_on,reference_variant,ablation_summary,run_count,latest_run,best_variant,delta_brier,decision,selected_variant,updated_at_utc,study_config
EXP_106,Latest-feature Trackman physics decomposition,decided,features,EXP_068,track_physics,"Keep latest CPU main72 fixed; compare official pre-validation Trackman velocity pair, movement triple, extension alone, and all six physics context aggregates.",1,RUN_001,track_velocity,-3.168029050260035e-06,adopt,track_velocity,2026-08-18T10:02:36.792539+00:00,experiments/EXP_106/study.toml
EXP_107,Trackman velocity promotion to corrected triple,decided,features,EXP_106,track_velocity,Keep EXP_103 corrected count-calibrated triple fixed; compare current main72 against main72 plus only Trackman relative-speed and zone-speed context.,1,RUN_001,current_corrected_triple,0.0,keep_control,current_corrected_triple,2026-08-18T10:27:10.159466+00:00,experiments/EXP_107/study.toml
EXP_108,Latest-feature excluded raw column restoration,decided,features,EXP_095,all_three,Keep latest CPU CatBoost and all main72 custom features fixed; restore exactly one excluded official raw column at a time.,1,RUN_001,main72_control,0.0,keep_control,main72_control,2026-08-18T10:36:47.178960+00:00,experiments/EXP_108/study.toml
EXP_109,Latest CatBoost local regularization sweep,decided,model,EXP_108,main72_control,"Hold main72 features, 2019-2023 training, 2024 validation, depth, iterations, learning rate, decay, and seed fixed; change exactly one of l2_leaf_reg, random_strength, subsample, or rsm per candidate.",1,RUN_001,subsample_08,-7.695137020202747e-06,adopt,subsample_08,2026-08-18T10:46:15.976149+00:00,experiments/EXP_109/study.toml
EXP_110,Latest CatBoost subsample refinement,decided,model,EXP_109,subsample_08,"Fix the EXP_109 winning model and main72 features; vary only subsample across 0.75, 0.80, 0.85, and 0.90.",1,RUN_001,subsample_08_control,0.0,keep_control,subsample_08_control,2026-08-18T10:50:50.927729+00:00,experiments/EXP_110/study.toml
EXP_111,Subsample 0.8 promotion to corrected triple blend,decided,model,EXP_101,catshift_m0095,"Keep main72 features, GPU CatBoost, ExtraTrees, 45/40/15 weights, count residual correction k=500, scales, and shifts fixed; change only CPU CatBoost subsample from 0.7 to 0.8.",1,RUN_001,triple_cpu_sub08,-4.023649948586838e-06,adopt,triple_cpu_sub08,2026-08-18T11:15:27.544661+00:00,experiments/EXP_111/study.toml
EXP_112,Row-local history reliability representation,decided,features,EXP_109,subsample_08,"Fix CPU CatBoost subsample=0.8 and main72; add only two categorical history-size buckets, only six numeric reliability features, or both blocks.",1,RUN_001,history_reliability,-1.617892091540507e-05,adopt,history_reliability,2026-08-18T11:23:10.339982+00:00,experiments/EXP_112/study.toml
EXP_113,History reliability block decomposition,decided,features,EXP_112,history_reliability,"Use the six-feature EXP_112 winner as control; remove exactly one two-feature block at a time: reliability levels, success-weighted rates, or reverse/middle-weighted rates.",1,RUN_001,all_six_control,0.0,keep_control,all_six_control,2026-08-18T11:28:24.665937+00:00,experiments/EXP_113/study.toml
EXP_114,History reliability shrinkage refinement,decided,features,EXP_113,all_six_control,"Fix all main72 features and CPU subsample=0.8; change only the denominator k used in the same six reliability features across 50, 100, and 200.",1,RUN_001,reliability_k100_control,0.0,keep_control,reliability_k100_control,2026-08-18T11:32:24.267062+00:00,experiments/EXP_114/study.toml
EXP_115,Reliability with situational history interactions,decided,features,EXP_114,reliability_k100_control,"Fix the EXP_114 CPU model and six reliability features; add only late-inning history, only full-count history, or both three-feature blocks.",1,RUN_001,reliability_control,0.0,keep_control,reliability_control,2026-08-18T11:37:28.946421+00:00,experiments/EXP_115/study.toml
EXP_116,History reliability promotion to corrected triple blend,decided,features,EXP_111,triple_cpu_sub08,"Keep the full EXP_111 triple model, CPU subsample=0.8, weights, calibration, and count residual correction fixed; change only main72 versus main78 reliability features.",1,RUN_001,triple_history_reliability,-1.0635844379658366e-06,adopt,triple_history_reliability,2026-08-18T12:02:41.899234+00:00,experiments/EXP_116/study.toml
EXP_117,Reliability triple blend-weight refinement,decided,model,EXP_116,triple_history_reliability,"Fix main78 reliability features, all component parameters, shifts, count correction, and ExtraTrees weight where applicable; vary only CPU/GPU/Extra blend weights around 45/40/15.",1,RUN_001,weights_50_35_15,-4.505476970395606e-07,adopt,weights_50_35_15,2026-08-18T12:16:13.992093+00:00,experiments/EXP_117/study.toml
EXP_118,Reliability-feature CatBoost capacity refresh,decided,model,EXP_117,weights_50_35_15,"Use main78 reliability features and CPU screening with season decay, subsample, affine postprocess, seed, and all other parameters fixed; compare depth8/300 to depth7/450, depth8/450 low-lr, and depth9/220.",1,RUN_001,d8_i300_control,0.0,keep_control,d8_i300_control,2026-08-18T12:22:24.226160+00:00,experiments/EXP_118/study.toml
EXP_119,Reliability triple CatBoost shift refinement,decided,model,EXP_117,weights_50_35_15,"Fix main78 features, component models, 50/35/15 weights, ExtraTrees shift, count correction, and scales; vary only CatBoost component shift among -0.0090, -0.0095, and -0.0100.",1,RUN_001,catshift_m0095_control,0.0,keep_control,catshift_m0095_control,2026-08-18T12:36:03.825923+00:00,experiments/EXP_119/study.toml
EXP_120,Reliability CatBoost categorical processing,decided,model,EXP_118,d8_i300_control,"Fix main78 features and all winning CPU parameters; change exactly one categorical-processing parameter per candidate: max_ctr_complexity=2, one_hot_max_size=5, or one_hot_max_size=16.",1,RUN_001,categorical_control,0.0,keep_control,categorical_control,2026-08-18T12:41:29.196460+00:00,experiments/EXP_120/study.toml
EXP_121,Rule-compliant HistGB fourth-model blend,decided,model,EXP_117,weights_50_35_15,"Fix main78 features, CPU/GPU weights 50/35, all component parameters and calibration; replace only 0%, 2.5%, or 5% of the ExtraTrees weight with a fixed HistGB component trained on official pre-validation data.",1,RUN_001,hist_weight_0_control,0.0,keep_control,hist_weight_0_control,2026-08-18T12:57:09.085498+00:00,experiments/EXP_121/study.toml
EXP_122,Extended pitcher-history reliability rates,decided,features,EXP_114,reliability_k100_control,"Fix main78 reliability CPU winner; add only ball/strike reliability-weighted rates, only three pitch-mix reliability-weighted rates, or all five.",1,RUN_001,main78_control,0.0,keep_control,main78_control,2026-08-18T13:02:37.311854+00:00,experiments/EXP_122/study.toml
EXP_123,EDA-guided monotonic constraints,decided,model,EXP_118,d8_i300_control,"Fix main78 features and winning CPU parameters; add monotonic constraints only for success rates, only reverse/middle failure rates, or all four directional constraints.",1,RUN_001,unconstrained_control,0.0,keep_control,unconstrained_control,2026-08-18T13:07:42.674755+00:00,experiments/EXP_123/study.toml
EXP_124,ExtraTrees season-decay screening,decided,model,EXP_121,hist_weight_0_control,"Fix main78 features and a 100-tree ExtraTrees screen model; vary only per-season sample-weight decay among none, 0.50, 0.70, and 0.85.",1,RUN_001,decay_085,-3.24073609550557e-05,adopt,decay_085,2026-08-18T13:17:20.592258+00:00,experiments/EXP_124/study.toml
EXP_125,Full ExtraTrees decay 0.85 confirmation,decided,model,EXP_124,decay_085,Fix main78 features and full ExtraTrees leaf20/300-tree parameters; compare uniform season weights against decay=0.85 only.,1,RUN_001,uniform_300_control,0.0,reject,,2026-08-18T13:29:38.494872+00:00,experiments/EXP_125/study.toml
EXP_126,OOT-learned simplex blend weights,decided,model,EXP_117,weights_50_35_15,"Fix main78 features, all component models, shifts, and count correction; blend manual 50/35/15 weights toward 2023 OOT simplex-optimal weights by 25%, 50%, or 100%.",1,RUN_001,manual_weights_control,0.0,keep_control,manual_weights_control,2026-08-18T13:46:10.677315+00:00,experiments/EXP_126/study.toml
EXP_127,Count-relative season trend correction,decided,model,EXP_117,weights_50_35_15,"Fix main78, all three component models, 50/35/15 weights, affine shifts, and OOT count residual; add only an official-train-only centered count trend offset at strengths 0.25, 0.50, or 1.00.",1,RUN_001,count_trend_strength_100,-6.376167141441957e-06,adopt,count_trend_strength_100,2026-08-18T14:04:03.738588+00:00,experiments/EXP_127/study.toml
EXP_128,Count trend strength refinement,decided,model,EXP_127,count_trend_strength_100,"Fix EXP_127 model, features, count trend groups, trend shrinkage, and all calibration; vary only trend_strength around 1.00 using 0.75, 1.00, 1.25, and 1.50.",1,RUN_001,strength_100_control,0.0,keep_control,strength_100_control,2026-08-18T14:17:56.069924+00:00,experiments/EXP_128/study.toml
EXP_129,Count trend shrinkage refinement,decided,model,EXP_127,count_trend_strength_100,"Fix EXP_127 trend strength 1.00 and every model/calibration setting; vary only count-trend shrinkage across 0, 2500, 5000, and control 10000.",1,RUN_001,shrinkage_0,-1.7843545030427066e-08,adopt,shrinkage_0,2026-08-18T14:32:54.746479+00:00,experiments/EXP_129/study.toml
EXP_130,Count trend estimator final ablation,decided,model,EXP_129,shrinkage_0,"Fix EXP_129 shrinkage 0, trend strength 1.0, features, models, weights, and calibration; vary only count trend estimator among WLS, OLS, and first-to-last endpoint slope.",1,RUN_001,ols_slope,-5.0281715791022925e-08,adopt,ols_slope,2026-08-18T14:47:44.159041+00:00,experiments/EXP_130/study.toml
